token,col_freq,total_freq,MI_1
increasing,1,49,5.465781730648289
pushed,1,49,5.465781730648289
congress,2,100,5.436635384988773
background,1,51,5.4080662327920015
boyfriend,1,51,5.4080662327920015
causes,1,51,5.4080662327920015
consequences,1,51,5.4080662327920015
cutting,1,51,5.4080662327920015
european,1,51,5.4080662327920015
nobody,2,102,5.4080662327920015
truck,1,51,5.4080662327920015
comes,4,205,5.401011475258051
meant,2,103,5.393991047580279
economy,3,155,5.389329670210416
british,1,52,5.380051856622405
crazy,2,104,5.380051856622405
fifty,1,52,5.380051856622405
intel,1,52,5.380051856622405
require,1,52,5.380051856622405
winning,1,52,5.380051856622405
hurt,2,105,5.366246057097375
ones,3,158,5.3616733273075505
conference,1,53,5.352571120200299
license,1,53,5.352571120200299
medicare,1,53,5.352571120200299
overall,1,53,5.352571120200299
student,2,107,5.33902458836235
equipment,1,54,5.325604072600028
largely,1,54,5.325604072600028
lawyers,1,54,5.325604072600028
shared,1,54,5.325604072600028
shoot,1,54,5.325604072600028
eventually,2,109,5.312307249986571
driver,1,55,5.299131861238838
terrible,1,55,5.299131861238838
local,3,166,5.290414644137729
decide,1,56,5.273136652705894
elected,1,56,5.273136652705894
lawyer,1,56,5.273136652705894
sit,2,112,5.273136652705894
spending,1,56,5.273136652705894
tci,1,56,5.273136652705894
seems,4,225,5.26671038354646
aware,1,57,5.247601560598756
benefit,1,57,5.247601560598756
grant,1,57,5.247601560598756
cooking,1,58,5.222510579635925
cross,1,58,5.222510579635925
focused,1,58,5.222510579635925
instead,3,174,5.222510579635925
teach,1,58,5.222510579635925
businesses,1,59,5.197848525401656
keeps,1,59,5.197848525401656
league,1,59,5.197848525401656
live,5,295,5.197848525401656
receive,1,59,5.197848525401656
regular,1,59,5.197848525401656
thoughts,1,59,5.197848525401656
certain,3,178,5.189720644518256
chris,1,60,5.173600979154979
improve,1,60,5.173600979154979
lots,1,60,5.173600979154979
products,1,60,5.173600979154979
shift,1,60,5.173600979154979
put,8,481,5.170598490993456
income,2,121,5.161628337488903
assume,1,61,5.149754237200611
bigger,1,61,5.149754237200611
spirit,1,61,5.149754237200611
matter,4,245,5.143853635760927
clothes,1,62,5.126295264376623
gotten,1,62,5.126295264376623
heads,1,62,5.126295264376623
trip,1,62,5.126295264376623
similar,2,125,5.114707290101411
apartment,1,63,5.103211651263581
becoming,1,63,5.103211651263581
carried,1,63,5.103211651263581
cohen,1,63,5.103211651263581
dude,1,63,5.103211651263581
gave,3,189,5.103211651263581
keeping,1,63,5.103211651263581
killing,1,63,5.103211651263581
supposed,2,126,5.103211651263581
available,2,127,5.091806887991331
nt,1,64,5.0804915747634976
selling,1,64,5.0804915747634976
activities,1,65,5.058123761735043
eggs,1,65,5.058123761735043
goes,3,195,5.058123761735043
prices,1,65,5.058123761735043
rain,1,65,5.058123761735043
rich,2,130,5.058123761735043
smart,1,65,5.058123761735043
sold,1,65,5.058123761735043
spoke,1,65,5.058123761735043
idea,4,261,5.052585578193613
writing,2,131,5.047068573226047
got,17,1118,5.041249943170647
helping,1,66,5.036097455405044
struggle,1,66,5.036097455405044
sorry,4,267,5.019795643075943
software,1,67,5.014402384305725
made,11,742,5.0046478167799915
excuse,1,68,4.9930287335131585
failure,1,68,4.9930287335131585
intelligence,1,68,4.9930287335131585
blood,2,137,4.98245949180297
ever,6,412,4.978953548301435
sir,2,138,4.971967117985328
wake,1,69,4.971967117985328
authority,1,70,4.951208557818531
broke,1,70,4.951208557818531
deal,3,210,4.951208557818531
murder,1,70,4.951208557818531
wins,1,70,4.951208557818531
hmm,1,71,4.930744455258815
responsible,1,72,4.910566573321185
somehow,1,72,4.910566573321185
getting,5,361,4.906564642763689
support,3,217,4.903902843040174
credit,2,146,4.89066701588348
debt,1,73,4.89066701588348
gives,1,73,4.89066701588348
interests,1,73,4.89066701588348
photo,1,73,4.89066701588348
restaurant,1,73,4.89066701588348
rate,2,147,4.880819229927133
anybody,1,74,4.871038209134547
jobs,2,148,4.871038209134547
meaning,1,74,4.871038209134547
more,31,2294,4.871038209134547
fox,1,75,4.851672884267616
guns,1,75,4.851672884267616
holding,1,75,4.851672884267616
taylor,1,75,4.851672884267616
decisions,1,76,4.8325640613199115
gender,1,76,4.8325640613199115
strength,1,76,4.8325640613199115
style,1,76,4.8325640613199115
land,2,153,4.823103732070845
claim,1,77,4.813705034068596
filled,1,77,4.813705034068596
hit,2,154,4.813705034068596
primary,1,77,4.813705034068596
upon,2,155,4.80436716948926
association,1,78,4.79508935590125
billion,1,78,4.79508935590125
capital,1,78,4.79508935590125
event,1,78,4.79508935590125
problems,2,156,4.79508935590125
station,1,78,4.79508935590125
thousands,1,78,4.79508935590125
big,6,472,4.782811026122812
almost,4,315,4.781283556376218
according,3,237,4.7767108265863945
candidate,1,79,4.7767108265863945
names,1,79,4.7767108265863945
policies,1,79,4.7767108265863945
weapons,1,79,4.7767108265863945
caused,1,80,4.758563479876135
fed,1,80,4.758563479876135
scale,1,80,4.758563479876135
taxes,1,80,4.758563479876135
add,1,81,4.740641571878873
estate,1,81,4.740641571878873
itself,2,163,4.73176342053242
bond,1,82,4.722939570145414
gay,1,82,4.722939570145414
members,2,164,4.722939570145414
no,32,2642,4.71307682351667
anymore,1,83,4.705452143416573
budget,1,83,4.705452143416573
citizens,1,83,4.705452143416573
super,1,83,4.705452143416573
title,1,83,4.705452143416573
america,3,251,4.693910521533882
they,56,4698,4.690015498808904
rates,1,84,4.688174151984737
standard,1,84,4.688174151984737
offered,1,85,4.671100638625796
w,1,85,4.671100638625796
given,3,256,4.665454075484654
start,3,256,4.665454075484654
high,6,515,4.657025453414073
increased,1,86,4.6542268200614
though,5,430,4.6542268200614
worry,1,86,4.6542268200614
million,4,346,4.645863347126773
romney,2,173,4.645863347126773
takes,2,173,4.645863347126773
any,13,1125,4.64522200680019
areas,1,87,4.637548078914769
department,1,87,4.637548078914769
gets,2,174,4.637548078914769
mike,1,87,4.637548078914769
talked,1,87,4.637548078914769
thomas,1,87,4.637548078914769
where,13,1132,4.636273050072707
which,19,1660,4.6314515619727965
issues,2,175,4.629280462931169
society,2,175,4.629280462931169
less,4,352,4.6210599561262
r,1,88,4.6210599561262
much,12,1060,4.615605526034092
brought,2,178,4.6047581437971
p.m,2,178,4.6047581437971
per,2,178,4.6047581437971
secret,1,89,4.6047581437971
play,3,269,4.593991712928029
degree,1,91,4.572696934564801
explain,1,91,4.572696934564801
ideas,1,91,4.572696934564801
scene,1,91,4.572696934564801
send,1,91,4.572696934564801
status,1,91,4.572696934564801
brother,2,183,4.564791736479455
tax,2,183,4.564791736479455
forget,1,92,4.5569296187064845
hate,1,92,4.5569296187064845
moving,2,184,4.5569296187064845
theory,1,92,4.5569296187064845
values,1,92,4.5569296187064845
never,9,836,4.543057444124927
half,3,279,4.541332763655467
appears,1,93,4.541332763655466
except,1,93,4.541332763655466
fast,1,93,4.541332763655466
included,1,93,4.541332763655466
obviously,1,93,4.541332763655466
member,1,94,4.52590272308586
stood,1,94,4.52590272308586
walking,1,94,4.52590272308586
could,17,1602,4.522295983605127
fuck,1,95,4.51063596643255
necessary,1,95,4.51063596643255
programs,1,95,4.51063596643255
together,3,286,4.505582738706265
english,1,96,4.4955290740423415
issue,2,192,4.4955290740423415
received,1,96,4.4955290740423415
thanks,2,192,4.4955290740423415
sure,5,482,4.489530333420898
loss,1,97,4.48057873257637
want,11,1076,4.468460830844171
another,6,587,4.4682373823746016
cause,2,196,4.465781730648289
hot,1,98,4.465781730648289
perhaps,2,196,4.465781730648289
because,15,1479,4.456975833272948
believed,1,99,4.451134954683888
college,2,198,4.451134954683888
plan,2,198,4.451134954683888
politics,1,99,4.451134954683888
trade,1,99,4.451134954683888
east,1,101,4.422280092011703
their,24,2439,4.41338003268847
closed,1,102,4.4080662327920015
countries,1,102,4.4080662327920015
final,1,102,4.4080662327920015
better,5,513,4.399604654043806
approach,1,103,4.393991047580279
fun,1,103,4.393991047580279
places,1,104,4.380051856622405
end,4,418,4.373132442682614
coming,3,314,4.370833326593027
beyond,1,105,4.366246057097375
families,1,105,4.366246057097375
parents,2,210,4.366246057097375
access,1,106,4.352571120200299
completely,1,106,4.352571120200299
expect,1,106,4.352571120200299
knowledge,1,106,4.352571120200299
message,1,106,4.352571120200299
summer,1,106,4.352571120200299
things,6,638,4.3480414617197845
lost,2,213,4.345781954537659
wants,2,213,4.345781954537659
nothing,4,427,4.342399315143007
cases,1,108,4.325604072600028
therefore,1,108,4.325604072600028
changes,2,217,4.318940342319018
move,2,218,4.312307249986571
game,2,219,4.305704515162324
came,4,439,4.302414445228139
despite,1,111,4.286075708413391
district,1,111,4.286075708413391
none,1,111,4.286075708413391
paper,1,111,4.286075708413391
taking,2,222,4.286075708413391
follow,1,112,4.273136652705894
gone,2,224,4.273136652705894
why,8,896,4.273136652705894
old,6,672,4.273136652705893
meeting,1,113,4.26031261234831
shit,1,113,4.26031261234831
use,5,568,4.252672550146178
pick,1,114,4.247601560598756
significant,1,114,4.247601560598756
simple,1,114,4.247601560598756
yet,3,342,4.247601560598755
ll,8,917,4.239713651168443
although,2,230,4.235001523819122
sometimes,2,230,4.235001523819122
anyone,2,231,4.2287425333474395
ran,1,116,4.222510579635925
window,1,117,4.210126855180093
bit,2,236,4.197848525401656
seven,1,118,4.197848525401656
away,4,475,4.188707871545187
have,43,5157,4.1744399992663785
continue,1,120,4.173600979154979
behind,2,241,4.167602238533536
value,1,121,4.161628337488903
get,14,1698,4.158225753268063
said,14,1720,4.139653647231642
family,4,496,4.126295264376623
services,1,124,4.126295264376623
than,13,1621,4.118262917387048
americans,1,125,4.114707290101411
deep,1,125,4.114707290101411
dinner,1,125,4.114707290101411
wrong,2,250,4.114707290101411
stop,2,251,4.108948020812726
building,1,126,4.103211651263581
paul,1,126,4.103211651263581
him,16,2021,4.099637968383762
population,1,127,4.091806887991331
property,1,127,4.091806887991331
begin,1,128,4.0804915747634976
mrs,1,128,4.0804915747634976
share,1,128,4.0804915747634976
off,6,769,4.078614287522827
house,4,514,4.0748670255696195
project,1,129,4.069264319340244
thus,1,129,4.069264319340244
wind,1,129,4.069264319340244
poor,1,130,4.058123761735043
traditional,1,131,4.047068573226047
truth,1,131,4.047068573226047
shot,1,132,4.036097455405044
various,1,132,4.036097455405044
ask,2,266,4.025209139262309
your,19,2533,4.021787726494582
public,3,401,4.017995649029733
forward,1,134,4.014402384305725
wall,1,134,4.014402384305725
bad,2,270,4.003675977712667
return,1,135,4.003675977712667
black,2,271,3.998342533409626
reading,1,136,3.993028733513158
great,4,550,3.977203766351476
once,3,413,3.9754561040652083
groups,1,138,3.9719671179853284
left,3,414,3.9719671179853284
talking,2,276,3.9719671179853284
tv,1,138,3.9719671179853284
some,12,1671,3.9589580574234655
box,1,140,3.951208557818531
provide,1,141,3.940940222364704
wish,1,141,3.940940222364704
choice,1,142,3.9307444552588153
government,3,426,3.9307444552588153
people,13,1848,3.929182251488532
company,2,286,3.920620237985108
industry,1,143,3.920620237985108
past,2,288,3.910566573321185
for,59,8505,3.9090391035745915
home,4,578,3.905565892262819
saying,2,289,3.905565892262819
all,23,3330,3.9027470688618857
husband,1,145,3.900582484748563
must,3,435,3.900582484748563
both,4,582,3.8956162318552137
hey,2,292,3.89066701588348
n't,39,5707,3.8873769459492955
fight,1,147,3.880819229927133
knows,1,147,3.880819229927133
na,3,441,3.880819229927133
ready,1,147,3.880819229927133
rest,1,147,3.880819229927133
about,21,3092,3.8784843936174105
ago,2,295,3.875920430514294
series,1,148,3.871038209134548
free,2,297,3.8661724539627316
video,1,149,3.861323054301336
found,3,449,3.8548824407435065
yes,4,600,3.8516728842676162
should,6,903,3.8468718980037955
then,9,1355,3.846339439964576
would,17,2583,3.833122487895837
do,31,4773,3.814007264098169
us,7,1081,3.809695689086451
books,1,156,3.7950893559012493
rights,1,156,3.7950893559012493
so,20,3127,3.7918561657258194
easy,1,157,3.7858708258718705
sent,1,157,3.7858708258718705
not,32,5034,3.783002073602518
term,1,158,3.7767108265863945
defense,1,159,3.7676086194791423
hell,1,159,3.7676086194791423
killed,1,159,3.7676086194791423
development,1,160,3.7585634798761354
everything,2,321,3.7540620876411945
research,2,321,3.7540620876411945
business,2,323,3.7451012200695724
out,16,2592,3.740641571878873
phone,1,162,3.740641571878873
love,3,488,3.7347167379217674
higher,1,163,3.73176342053242
longer,1,163,3.73176342053242
died,1,164,3.7229395701454138
interest,1,164,3.7229395701454138
win,1,164,3.7229395701454138
from,24,3941,3.72110804134682
little,5,822,3.719425085969177
break,1,165,3.714169360517682
david,1,165,3.714169360517682
daughter,1,166,3.7054521434165726
lives,1,166,3.7054521434165726
seemed,1,166,3.7054521434165726
used,3,499,3.702558070147393
johnson,1,167,3.696787282289445
least,2,334,3.696787282289445
red,1,167,3.696787282289445
simply,1,167,3.696787282289445
even,7,1176,3.6881741519847373
having,2,336,3.6881741519847373
stuff,1,168,3.6881741519847373
toward,1,168,3.6881741519847373
if,17,2857,3.687669095077465
federal,1,169,3.679612138481313
media,1,169,3.679612138481313
view,1,169,3.679612138481313
always,3,509,3.6739322294089582
b,1,170,3.671100638625796
quite,1,170,3.671100638625796
watch,1,170,3.671100638625796
his,24,4104,3.6626390598775997
needs,1,171,3.6626390598775997
we,29,4974,3.658281777674163
to,151,25942,3.655894226003707
or,22,3791,3.6515604522301506
gon,2,345,3.6500390230979662
case,2,346,3.6458633471267725
up,14,2430,3.6411058983279583
hour,1,174,3.637548078914769
long,4,696,3.637548078914769
result,1,174,3.637548078914769
campaign,1,175,3.6292804629311686
hand,2,351,3.6251643544589367
back,7,1232,3.6210599561262002
part,3,530,3.615605526034092
became,1,177,3.6128860246805
wanted,2,354,3.6128860246805
can,14,2483,3.609977950644261
chinese,1,178,3.6047581437971
hard,2,356,3.6047581437971
does,6,1071,3.600711310734398
help,3,536,3.5993648850268816
low,1,179,3.596675797499241
my,19,3409,3.593286204067137
time,10,1802,3.5870363738373214
there,17,3074,3.5820529663230656
five,2,362,3.580645687680292
other,8,1448,3.580645687680292
with,36,6613,3.5593273899692783
finally,1,184,3.5569296187064845
m,10,1847,3.5514515186684217
practice,1,185,3.5491101142471853
tried,1,185,3.5491101142471853
that,79,14634,3.5472357794232603
uh,1,187,3.5335971148758607
had,16,2998,3.530706906815638
american,2,376,3.52590272308586
who,14,2643,3.5198857871795317
how,9,1709,3.5114798945296704
program,1,190,3.5106359664325497
did,11,2091,3.509945846811216
until,2,381,3.506844387270175
god,2,382,3.503062746727749
actually,2,384,3.4955290740423415
third,1,193,3.488034537495417
air,1,194,3.4805787325763697
course,2,388,3.4805787325763697
well,8,1552,3.4805787325763697
i,80,15553,3.4775144031425627
good,6,1170,3.473161261013887
boy,1,197,3.458439755307121
friend,1,197,3.458439755307121
moment,1,197,3.458439755307121
when,13,2562,3.4578765325629433
s,59,11682,3.4511349546838876
woman,2,399,3.4402466385411516
is,53,10611,3.435139024904622
you,62,12428,3.433381359028532
guys,1,201,3.429439883584569
them,9,1812,3.4270493361595746
come,5,1008,3.4251397461509434
ca,3,608,3.417526562041068
new,7,1423,3.4131265502946193
began,1,204,3.4080662327920015
fine,1,204,3.4080662327920015
but,24,4900,3.406888041594721
going,6,1227,3.4045345418217487
friends,1,205,3.4010114752580516
kind,2,410,3.4010114752580516
former,1,206,3.393991047580279
of,118,24331,3.3926266285579434
its,6,1245,3.3835240485292104
has,12,2492,3.3823657224606514
wo,1,208,3.3800518566224054
own,3,625,3.3777416959352045
the,245,51046,3.377619219269444
he,36,7513,3.3752431892784225
hope,1,209,3.3731324426826146
mean,3,627,3.3731324426826146
town,1,209,3.3731324426826146
says,5,1050,3.366246057097375
major,1,210,3.3662460570973747
work,4,842,3.3628151516971014
ve,5,1054,3.3607605180136453
myself,1,211,3.359392386056312
over,6,1273,3.3514373715832955
most,5,1062,3.349851618846706
living,1,213,3.3457819545376593
form,1,214,3.3390245883623506
middle,1,214,3.3390245883623506
south,1,214,3.3390245883623506
know,11,2366,3.3316888350610068
was,35,7568,3.3240782183690687
under,2,433,3.3222683600367726
man,4,869,3.3172792079490976
top,1,219,3.3057045151623243
bring,1,220,3.299131861238838
take,4,881,3.297493365843084
around,3,662,3.294766668677436
full,1,222,3.2860757084133914
health,1,222,3.2860757084133914
say,5,1114,3.280886152310828
wife,1,223,3.279591674843193
today,2,449,3.2699199400223504
re,9,2039,3.2567705161892135
without,2,455,3.2507688396774386
she,18,4103,3.247953137313275
and,111,25344,3.245550821033994
office,1,230,3.2350015238191223
place,2,460,3.2350015238191223
told,2,462,3.22874253334744
were,11,2567,3.2140556128253768
china,1,235,3.2039746281984978
by,15,3533,3.2007041364813635
on,30,7099,3.193982071888197
doing,2,474,3.1917483258652384
what,17,4029,3.1917483258652384
area,1,238,3.185673811455554
really,4,952,3.185673811455554
team,1,239,3.179624766782749
world,3,717,3.179624766782749
be,21,5056,3.169028249365155
mr,2,483,3.1646121959277242
control,1,243,3.1556790711577167
order,1,244,3.1497542372006113
important,1,246,3.1379770694242577
example,1,247,3.1321243431788197
general,1,247,3.1321243431788197
will,8,1990,3.121938859332486
months,1,249,3.1204896426954165
remember,1,249,3.1204896426954165
service,1,249,3.1204896426954165
into,6,1498,3.1166321670259025
please,1,251,3.1089480208127256
kids,1,252,3.1032116512635812
started,1,253,3.097498000069187
makes,1,254,3.0918068879913316
line,1,255,3.0861381379046398
now,7,1790,3.0821026246694827
center,1,256,3.0804915747634976
happened,1,256,3.0804915747634976
look,3,768,3.0804915747634976
oh,3,770,3.07673943990239
rather,1,257,3.074867025569619
only,5,1290,3.0692643193402436
being,3,776,3.065541233297526
death,1,261,3.0525855781936126
pretty,1,262,3.0470685732260474
after,4,1064,3.025209139262308
based,1,266,3.025209139262308
everyone,1,267,3.0197956430759434
john,1,268,3.014402384305725
it,43,11639,3.000076839867189
hear,1,271,2.998342533409626
several,1,271,2.998342533409626
also,4,1086,2.9956831869591363
are,18,4897,2.992734095497044
a,83,22694,2.985507708535277
mind,1,277,2.966749408714309
in,61,16959,2.961465429949811
very,4,1113,2.960253697421538
me,10,2791,2.9558532605847927
d,4,1120,2.951208557818531
party,1,284,2.9307444552588153
understand,1,287,2.91558464808781
women,2,577,2.9080640661180146
way,4,1156,2.905565892262819
either,1,290,2.900582484748563
as,20,5818,2.8961120885505536
else,1,292,2.89066701588348
u.s,1,293,2.8857347203412496
whole,1,295,2.875920430514294
between,2,592,2.871038209134548
week,1,296,2.871038209134548
read,1,298,2.861323054301336
like,9,2689,2.857562536332937
problem,1,301,2.8468718980037955
seen,1,303,2.837317591290547
this,18,5479,2.8307196878998306
political,1,305,2.827826142313249
united,1,305,2.827826142313249
side,1,310,2.80436716948926
asked,1,311,2.7997208046328947
law,1,311,2.7997208046328947
already,1,312,2.7950893559012493
set,1,313,2.790472727830879
been,6,1880,2.7889371289196543
probably,1,314,2.7858708258718705
name,1,318,2.7676086194791423
person,1,319,2.763078960998628
later,1,324,2.740641571878873
looking,1,324,2.740641571878873
however,1,334,2.696787282289445
two,4,1346,2.6860288801531804
father,1,339,2.6753501116271536
obama,1,340,2.671100638625796
see,4,1361,2.670040223259503
at,14,4774,2.6668636457393253
job,1,341,2.666863645739325
three,2,686,2.658426808590685
someone,1,345,2.6500390230979662
our,4,1385,2.6448213138269465
story,1,347,2.6416997221852365
just,7,2457,2.6251643544589367
second,1,351,2.6251643544589367
one,9,3180,2.6156055260340922
run,1,354,2.6128860246805
her,10,3541,2.612478541259944
keep,1,357,2.6007113107343978
change,1,359,2.5926515409404463
took,1,359,2.5926515409404463
real,1,383,2.4992909928385405
let,2,775,2.4824390746018974
face,1,393,2.462106072504891
still,2,786,2.462106072504891
maybe,1,394,2.458439755307121
believe,1,396,2.451134954683888
too,2,794,2.4474963776205394
yeah,2,797,2.442055660773026
life,2,815,2.4098353256450578
show,1,411,2.3974969910818147
these,3,1247,2.381208325654984
before,2,841,2.3645295845083534
through,2,844,2.359392386056312
went,1,424,2.3525711202002983
states,1,425,2.349172543738433
against,1,439,2.3024144452281394
best,1,440,2.299131861238838
men,1,445,2.2828300489097373
next,1,445,2.2828300489097373
different,1,454,2.2539430874725825
water,1,461,2.2318686343341594
point,1,472,2.197848525401656
since,1,482,2.1676022385335356
am,1,509,2.088969728687802
might,1,511,2.0833120938258762
an,6,3072,2.0804915747634976
think,3,1591,2.029735955153606
again,1,548,1.9824594918029708
tell,1,591,1.8734772545859648
go,2,1187,1.8673873551215907
thing,1,595,1.8637457165681917
every,1,640,1.7585634798761351
while,1,640,1.7585634798761351
need,1,700,1.6292804629311686
same,1,703,1.6231106956909622
here,2,1424,1.6047581437970997
such,1,792,1.451134954683888
something,1,810,1.4187134769915104
may,1,843,1.361102753821415
year,1,920,1.235001523819122
down,1,922,1.2318686343341594
years,1,1035,1.0650765223768097
those,1,1036,1.0636832870769435
first,1,1253,0.7893208754416368
right,1,1505,0.524943803116433
